in,rank,accesses,reads,writes
2046504,140234,1,1,0
459040,140235,1,0,1
7106328,140236,1,0,1
1251032,140237,1,0,1
2960440,140238,1,1,0
3223832,140239,1,1,0
1770800,140240,1,1,0
3599488,140241,1,1,0
1482712,140242,1,1,0
1503848,140243,1,0,1
3244640,140244,1,0,1
3918584,140245,1,0,1
1199864,140246,1,0,1
4821352,140247,1,1,0
2176880,140248,1,1,0
2155032,140249,1,1,0
6188328,140250,1,1,0
424816,140251,1,0,1
1797584,140252,1,0,1
971904,140253,1,1,0
4635336,140254,1,0,1
651384,140255,1,1,0
811920,140256,1,1,0
2420240,140257,1,0,1
6394184,140258,1,1,0
5220648,140259,1,1,0
5306584,140260,1,0,1
1742912,140261,1,1,0
693704,140262,1,0,1
838448,140263,1,0,1
2985384,140264,1,1,0
433952,140265,1,0,1
1001848,140266,1,1,0
138664,140267,1,0,1
383744,140268,1,0,1
634520,140269,1,0,1
328360,140270,1,0,1
448168,140271,1,1,0
1732240,140272,1,0,1
2551480,140273,1,1,0
2484336,140274,1,1,0
5369136,140275,1,0,1
1213736,140276,1,1,0
2705224,140277,1,1,0
614792,140278,1,1,0
1569280,140279,1,0,1
6447568,140280,1,0,1
7803848,140281,1,1,0
3559368,140282,1,0,1
1258352,140283,1,1,0
1825232,140284,1,0,1
2966224,140285,1,1,0
1088104,140286,1,1,0
287768,140287,1,0,1
966112,140288,1,0,1
1365064,140289,1,0,1
1148824,140290,1,1,0
1026168,140291,1,1,0
2137176,140292,1,0,1
4627360,140293,1,0,1
1554160,140294,1,0,1
174328,140295,1,0,1
2274680,140296,1,0,1
527376,140297,1,0,1
5785664,140298,1,0,1
4007952,140299,1,0,1
7119512,140300,1,0,1
5300400,140301,1,0,1
4225672,140302,1,0,1
7854168,140303,1,0,1
956136,140304,1,1,0
657920,140305,1,0,1
261088,140306,1,1,0
6091808,140307,1,1,0
7671472,140308,1,0,1
3567320,140309,1,0,1
1223496,140310,1,0,1
611848,140311,1,0,1
2095704,140312,1,1,0
5014192,140313,1,1,0
603168,140314,1,0,1
1418376,140315,1,1,0
6235640,140316,1,1,0
4036152,140317,1,0,1
8261056,140318,1,1,0
751160,140319,1,1,0
5324224,140320,1,1,0
4565536,140321,1,0,1
1431488,140322,1,0,1
1689128,140323,1,0,1
1147096,140324,1,1,0
947224,140325,1,0,1
5029904,140326,1,0,1
257112,140327,1,0,1
1181456,140328,1,1,0
2211536,140329,1,0,1
336400,140330,1,0,1
5149872,140331,1,1,0
368960,140332,1,0,1
8260512,140333,1,0,1
1100504,140334,1,0,1
2951120,140335,1,1,0
393536,140336,1,0,1
5156480,140337,1,0,1
7344688,140338,1,0,1
2837600,140339,1,0,1
1044144,140340,1,0,1
2435248,140341,1,1,0
469896,140342,1,1,0
6438256,140343,1,0,1
7147064,140344,1,1,0
1688248,140345,1,1,0
3336832,140346,1,0,1
3711720,140347,1,0,1
4612376,140348,1,0,1
912272,140349,1,1,0
2847840,140350,1,0,1
6323848,140351,1,0,1
5856368,140352,1,0,1
1401776,140353,1,1,0
2016864,140354,1,0,1
212592,140355,1,1,0
1702072,140356,1,0,1
639128,140357,1,1,0
2108640,140358,1,0,1
556016,140359,1,0,1
592024,140360,1,1,0
2427472,140361,1,1,0
904576,140362,1,1,0
5041328,140363,1,0,1
5779552,140364,1,1,0
1870920,140365,1,1,0
597216,140366,1,0,1
4188320,140367,1,1,0
519240,140368,1,1,0
951952,140369,1,1,0
891480,140370,1,1,0
1866544,140371,1,1,0
906736,140372,1,0,1
5147168,140373,1,0,1
6613616,140374,1,1,0
8223640,140375,1,0,1
399808,140376,1,0,1
180592,140377,1,1,0
3293464,140378,1,1,0
1424480,140379,1,0,1
1691440,140380,1,1,0
6971328,140381,1,1,0
7417032,140382,1,0,1
3648616,140383,1,1,0
934920,140384,1,1,0
4071272,140385,1,0,1
4496424,140386,1,1,0
100232,140387,1,1,0
1261856,140388,1,1,0
1418160,140389,1,1,0
5565312,140390,1,1,0
3277744,140391,1,0,1
8310784,140392,1,0,1
2935976,140393,1,1,0
2029824,140394,1,0,1
4804840,140395,1,0,1
1675416,140396,1,0,1
6871168,140397,1,0,1
1375264,140398,1,0,1
307072,140399,1,0,1
7373112,140400,1,0,1
6684304,140401,1,1,0
551664,140402,1,0,1
763296,140403,1,1,0
1830224,140404,1,0,1
667952,140405,1,1,0
1458896,140406,1,1,0
4713760,140407,1,1,0
3533136,140408,1,0,1
1249816,140409,1,1,0
521440,140410,1,0,1
324144,140411,1,0,1
5176480,140412,1,0,1
1147568,140413,1,1,0
1659608,140414,1,1,0
7284568,140415,1,0,1
700480,140416,1,0,1
751704,140417,1,1,0
2402624,140418,1,1,0
4979200,140419,1,0,1
1199328,140420,1,0,1
3651568,140421,1,0,1
1414000,140422,1,0,1
3228464,140423,1,1,0
2087544,140424,1,1,0
2488752,140425,1,0,1
1897848,140426,1,0,1
1483192,140427,1,1,0
4258968,140428,1,1,0
4260960,140429,1,1,0
5749648,140430,1,0,1
169504,140431,1,1,0
83304,140432,1,0,1
3471192,140433,1,1,0
672152,140434,1,0,1
6211336,140435,1,0,1
445872,140436,1,1,0
504232,140437,1,1,0
4852664,140438,1,0,1
383792,140439,1,0,1
6244880,140440,1,1,0
2534816,140441,1,0,1
460432,140442,1,1,0
3953048,140443,1,1,0
412888,140444,1,1,0
5756088,140445,1,0,1
1040336,140446,1,1,0
873000,140447,1,1,0
1877840,140448,1,0,1
3284696,140449,1,1,0
1034504,140450,1,1,0
6673120,140451,1,0,1
4907248,140452,1,0,1
6573344,140453,1,0,1
1255872,140454,1,1,0
1765920,140455,1,0,1
6473592,140456,1,1,0
713920,140457,1,0,1
1437152,140458,1,1,0
287104,140459,1,0,1
878144,140460,1,1,0
540776,140461,1,0,1
939128,140462,1,1,0
1495392,140463,1,0,1
3327000,140464,1,0,1
653424,140465,1,0,1
1432664,140466,1,1,0
7736000,140467,1,0,1
614512,140468,1,1,0
656904,140469,1,1,0
224136,140470,1,0,1
4126176,140471,1,1,0
3163552,140472,1,0,1
5107288,140473,1,0,1
1233208,140474,1,0,1
3924736,140475,1,1,0
6537592,140476,1,0,1
8113528,140477,1,1,0
222632,140478,1,0,1
1642736,140479,1,1,0
741216,140480,1,0,1
1243472,140481,1,1,0
1413008,140482,1,0,1
2106560,140483,1,0,1
7821752,140484,1,1,0
2270168,140485,1,0,1
506760,140486,1,1,0
1536192,140487,1,0,1
6247064,140488,1,1,0
211016,140489,1,0,1
6942032,140490,1,0,1
2736848,140491,1,1,0
4359576,140492,1,0,1
1473224,140493,1,0,1
3993608,140494,1,1,0
6028400,140495,1,0,1
2735992,140496,1,0,1
4585112,140497,1,0,1
1251984,140498,1,0,1
4339168,140499,1,1,0
4677304,140500,1,0,1
4362576,140501,1,0,1
3005016,140502,1,0,1
1502624,140503,1,1,0
834712,140504,1,1,0
1093320,140505,1,1,0
8277600,140506,1,0,1
601288,140507,1,1,0
2174568,140508,1,0,1
6746384,140509,1,1,0
1328064,140510,1,0,1
800240,140511,1,1,0
2899440,140512,1,1,0
3878328,140513,1,0,1
2867008,140514,1,0,1
343208,140515,1,0,1
3830552,140516,1,0,1
126800,140517,1,0,1
474096,140518,1,0,1
814448,140519,1,0,1
2291640,140520,1,0,1
1401856,140521,1,1,0
238392,140522,1,1,0
3649976,140523,1,1,0
2283048,140524,1,1,0
2378248,140525,1,1,0
3935840,140526,1,1,0
853088,140527,1,1,0
489280,140528,1,0,1
6827992,140529,1,0,1
2683112,140530,1,1,0
571296,140531,1,0,1
8258784,140532,1,1,0
320464,140533,1,1,0
7558640,140534,1,1,0
1710960,140535,1,0,1
332064,140536,1,0,1
7302032,140537,1,0,1
753952,140538,1,0,1
3610624,140539,1,0,1
6450824,140540,1,0,1
8364608,140541,1,0,1
2750904,140542,1,1,0
1225144,140543,1,1,0
6169400,140544,1,0,1
289832,140545,1,1,0
7608896,140546,1,0,1
6593472,140547,1,0,1
1831008,140548,1,1,0
6995160,140549,1,0,1
3081160,140550,1,0,1
5968816,140551,1,1,0
1644688,140552,1,1,0
2768640,140553,1,1,0
5208656,140554,1,0,1
6398760,140555,1,1,0
399192,140556,1,0,1
1023872,140557,1,0,1
4522936,140558,1,1,0
4183072,140559,1,1,0
265496,140560,1,1,0
4141608,140561,1,0,1
4836912,140562,1,0,1
1410640,140563,1,0,1
1320928,140564,1,1,0
3956448,140565,1,0,1
366616,140566,1,1,0
5984544,140567,1,0,1
551808,140568,1,1,0
3112992,140569,1,0,1
549600,140570,1,0,1
4571960,140571,1,1,0
686720,140572,1,0,1
4465672,140573,1,1,0
1109376,140574,1,1,0
3505712,140575,1,0,1
7961640,140576,1,1,0
5040464,140577,1,0,1
5420368,140578,1,0,1
1822360,140579,1,1,0
394696,140580,1,0,1
3693728,140581,1,0,1
6748744,140582,1,1,0
2117200,140583,1,0,1
2841328,140584,1,0,1
2663336,140585,1,0,1
3271840,140586,1,0,1
4437992,140587,1,0,1
6835504,140588,1,0,1
3311128,140589,1,1,0
1923000,140590,1,0,1
6162512,140591,1,1,0
879784,140592,1,0,1
948944,140593,1,0,1
773088,140594,1,0,1
5670960,140595,1,1,0
2518008,140596,1,1,0
686872,140597,1,0,1
320552,140598,1,0,1
158808,140599,1,1,0
1564240,140600,1,1,0
98240,140601,1,0,1
4064824,140602,1,1,0
490832,140603,1,0,1
6259520,140604,1,1,0
3358408,140605,1,0,1
1156720,140606,1,1,0
1466664,140607,1,1,0
751768,140608,1,1,0
4860360,140609,1,1,0
3242800,140610,1,0,1
2591768,140611,1,1,0
7589816,140612,1,1,0
1910744,140613,1,0,1
109216,140614,1,1,0
7921120,140615,1,0,1
1934456,140616,1,0,1
721320,140617,1,0,1
5837376,140618,1,0,1
1873616,140619,1,1,0
4414448,140620,1,0,1
4078064,140621,1,0,1
2654512,140622,1,1,0
776448,140623,1,0,1
1209832,140624,1,0,1
6497424,140625,1,1,0
588120,140626,1,0,1
6852720,140627,1,0,1
234816,140628,1,0,1
3880944,140629,1,1,0
1589904,140630,1,0,1
473296,140631,1,1,0
652184,140632,1,1,0
8059840,140633,1,1,0
2780800,140634,1,1,0
2338488,140635,1,1,0
6555760,140636,1,1,0
1254176,140637,1,0,1
4895704,140638,1,1,0
5591448,140639,1,1,0
2937600,140640,1,0,1
5696648,140641,1,0,1
7435720,140642,1,1,0
1693680,140643,1,0,1
1205016,140644,1,0,1
1101912,140645,1,0,1
622800,140646,1,1,0
5196872,140647,1,0,1
3338096,140648,1,0,1
1764784,140649,1,0,1
458136,140650,1,0,1
107456,140651,1,0,1
1031616,140652,1,0,1
605512,140653,1,0,1
2866720,140654,1,0,1
277368,140655,1,0,1
4481720,140656,1,0,1
1455472,140657,1,1,0
4280080,140658,1,0,1
6101808,140659,1,1,0
2434376,140660,1,0,1
7665136,140661,1,1,0
2308120,140662,1,1,0
191992,140663,1,0,1
5621768,140664,1,0,1
980752,140665,1,1,0
2646064,140666,1,0,1
2832432,140667,1,1,0
1402936,140668,1,0,1
860480,140669,1,1,0
760576,140670,1,0,1
7757616,140671,1,1,0
4768232,140672,1,0,1
6211240,140673,1,0,1
5758960,140674,1,1,0
3861592,140675,1,1,0
453384,140676,1,1,0
2301872,140677,1,1,0
2228840,140678,1,0,1
486176,140679,1,1,0
6187712,140680,1,1,0
822232,140681,1,1,0
822784,140682,1,0,1
1901512,140683,1,0,1
7075960,140684,1,1,0
872448,140685,1,1,0
2290552,140686,1,0,1
6648656,140687,1,1,0
3721064,140688,1,1,0
616792,140689,1,1,0
822736,140690,1,1,0
8345728,140691,1,1,0
4598288,140692,1,1,0
7311872,140693,1,0,1
278536,140694,1,1,0
4786112,140695,1,0,1
116224,140696,1,1,0
1055128,140697,1,0,1
2725352,140698,1,0,1
2864368,140699,1,0,1
6736720,140700,1,0,1
2630064,140701,1,0,1
4491568,140702,1,1,0
579224,140703,1,0,1
292736,140704,1,0,1
6487728,140705,1,1,0
5464624,140706,1,0,1
4213728,140707,1,1,0
8084896,140708,1,1,0
1954504,140709,1,1,0
315176,140710,1,1,0
6212960,140711,1,0,1
2582576,140712,1,0,1
263872,140713,1,0,1
5596552,140714,1,0,1
8019400,140715,1,1,0
566464,140716,1,0,1
437408,140717,1,0,1
1540736,140718,1,0,1
1366192,140719,1,0,1
1225944,140720,1,0,1
3397688,140721,1,1,0
6529704,140722,1,1,0
3602288,140723,1,1,0
7010312,140724,1,1,0
5122136,140725,1,0,1
1347944,140726,1,0,1
1580600,140727,1,0,1
2182504,140728,1,0,1
1868608,140729,1,0,1
1284192,140730,1,1,0
6559488,140731,1,0,1
1308304,140732,1,1,0
532472,140733,1,1,0
4268016,140734,1,0,1
522600,140735,1,0,1
838976,140736,1,1,0
1348600,140737,1,0,1
3218728,140738,1,0,1
6982232,140739,1,1,0
1378344,140740,1,0,1
3328784,140741,1,0,1
2341368,140742,1,0,1
2838664,140743,1,0,1
759912,140744,1,1,0
3947128,140745,1,1,0
2530616,140746,1,0,1
1630376,140747,1,1,0
8149472,140748,1,1,0
5939768,140749,1,0,1
3028112,140750,1,1,0
4615984,140751,1,1,0
1824680,140752,1,1,0
4934760,140753,1,1,0
4735528,140754,1,1,0
589072,140755,1,1,0
922840,140756,1,1,0
5422944,140757,1,0,1
2519608,140758,1,1,0
1600840,140759,1,1,0
482664,140760,1,0,1
1607384,140761,1,0,1
2618680,140762,1,0,1
380264,140763,1,0,1
2396048,140764,1,0,1
5956304,140765,1,1,0
288896,140766,1,1,0
3776656,140767,1,1,0
991152,140768,1,0,1
2178272,140769,1,0,1
6172488,140770,1,0,1
408632,140771,1,1,0
1669416,140772,1,1,0
855920,140773,1,0,1
612336,140774,1,0,1
224352,140775,1,1,0
517592,140776,1,1,0
2067960,140777,1,1,0
1945600,140778,1,1,0
2513072,140779,1,0,1
335920,140780,1,0,1
649328,140781,1,0,1
7780488,140782,1,0,1
3015832,140783,1,1,0
1879808,140784,1,1,0
6782176,140785,1,0,1
1484512,140786,1,1,0
2353024,140787,1,0,1
3315056,140788,1,1,0
2360024,140789,1,1,0
5563672,140790,1,1,0
7470120,140791,1,1,0
217160,140792,1,0,1
5958064,140793,1,1,0
1441696,140794,1,1,0
2703424,140795,1,1,0
288704,140796,1,1,0
733056,140797,1,1,0
2793448,140798,1,1,0
873616,140799,1,0,1
7981640,140800,1,0,1
1298816,140801,1,1,0
1782936,140802,1,1,0
487872,140803,1,0,1
462096,140804,1,1,0
4794888,140805,1,1,0
891912,140806,1,0,1
2689312,140807,1,1,0
1182304,140808,1,0,1
1983928,140809,1,1,0
310440,140810,1,0,1
3901344,140811,1,1,0
1282536,140812,1,1,0
1022848,140813,1,1,0
6862152,140814,1,1,0
4163672,140815,1,1,0
3516352,140816,1,1,0
2502016,140817,1,1,0
2415784,140818,1,0,1
621776,140819,1,1,0
2518768,140820,1,0,1
8291624,140821,1,0,1
2595496,140822,1,0,1
2507248,140823,1,1,0
1632792,140824,1,0,1
2009272,140825,1,1,0
2784568,140826,1,0,1
2616856,140827,1,0,1
4649168,140828,1,1,0
504704,140829,1,0,1
565328,140830,1,1,0
882992,140831,1,0,1
827024,140832,1,1,0
7108784,140833,1,1,0
4446792,140834,1,0,1
3676632,140835,1,0,1
6757192,140836,1,0,1
1220440,140837,1,1,0
1428312,140838,1,0,1
218848,140839,1,1,0
8043304,140840,1,1,0
741440,140841,1,1,0
1084232,140842,1,1,0
7335720,140843,1,1,0
1617880,140844,1,0,1
864152,140845,1,1,0
3599464,140846,1,1,0
628640,140847,1,1,0
1400512,140848,1,0,1
1464824,140849,1,1,0
1508216,140850,1,0,1
1127824,140851,1,0,1
679112,140852,1,0,1
484976,140853,1,1,0
860920,140854,1,0,1
510216,140855,1,1,0
641336,140856,1,1,0
1168608,140857,1,1,0
1551416,140858,1,1,0
1850952,140859,1,1,0
166288,140860,1,1,0
5524816,140861,1,0,1
1042840,140862,1,1,0
4275648,140863,1,1,0
3022896,140864,1,0,1
733304,140865,1,1,0
3063096,140866,1,0,1
420352,140867,1,0,1
8014288,140868,1,1,0
551208,140869,1,1,0
156168,140870,1,1,0
6062976,140871,1,1,0
6992256,140872,1,1,0
7976920,140873,1,0,1
1431920,140874,1,1,0
2655632,140875,1,0,1
1675792,140876,1,1,0
932176,140877,1,1,0
6315440,140878,1,0,1
4774216,140879,1,0,1
1569064,140880,1,0,1
2353616,140881,1,1,0
2654168,140882,1,1,0
530656,140883,1,1,0
2464928,140884,1,0,1
1953520,140885,1,0,1
753280,140886,1,0,1
1178336,140887,1,0,1
6081168,140888,1,1,0
252256,140889,1,0,1
1075608,140890,1,0,1
386776,140891,1,1,0
3125808,140892,1,0,1
1667768,140893,1,0,1
621504,140894,1,0,1
917888,140895,1,0,1
4485536,140896,1,1,0
3948128,140897,1,0,1
3419312,140898,1,1,0
1953008,140899,1,0,1
1218728,140900,1,0,1
4293808,140901,1,1,0
4443088,140902,1,0,1
3388800,140903,1,1,0
904304,140904,1,0,1
859864,140905,1,1,0
989240,140906,1,1,0
6036448,140907,1,0,1
278424,140908,1,0,1
4002240,140909,1,1,0
769616,140910,1,1,0
6012824,140911,1,0,1
2376968,140912,1,1,0
783784,140913,1,1,0
382040,140914,1,1,0
4957704,140915,1,0,1
1138864,140916,1,0,1
6846504,140917,1,0,1
3529672,140918,1,0,1
7718920,140919,1,0,1
1129176,140920,1,1,0
85480,140921,1,1,0
1412232,140922,1,0,1
874944,140923,1,1,0
5964968,140924,1,0,1
396864,140925,1,1,0
2006576,140926,1,1,0
1280400,140927,1,0,1
7250304,140928,1,1,0
3800680,140929,1,0,1
1335760,140930,1,0,1
229520,140931,1,1,0
1302704,140932,1,1,0
4966904,140933,1,1,0
6425960,140934,1,1,0
2706784,140935,1,1,0
814736,140936,1,0,1
906872,140937,1,1,0
2812528,140938,1,1,0
804888,140939,1,1,0
1711040,140940,1,1,0
479480,140941,1,0,1
1385976,140942,1,1,0
502584,140943,1,0,1
2946000,140944,1,1,0
1187960,140945,1,0,1
5387488,140946,1,0,1
2628656,140947,1,1,0
2906744,140948,1,1,0
1428632,140949,1,0,1
4604944,140950,1,0,1
3769472,140951,1,0,1
6227928,140952,1,0,1
1427320,140953,1,1,0
473440,140954,1,0,1
3156152,140955,1,1,0
575904,140956,1,0,1
7426304,140957,1,0,1
7570544,140958,1,1,0
2161528,140959,1,1,0
5432800,140960,1,0,1
6047520,140961,1,0,1
1754880,140962,1,1,0
1727136,140963,1,1,0
6987128,140964,1,1,0
7823768,140965,1,0,1
5206880,140966,1,0,1
3785024,140967,1,0,1
2003832,140968,1,1,0
1002600,140969,1,0,1
4912392,140970,1,0,1
2216096,140971,1,0,1
2864336,140972,1,0,1
354720,140973,1,0,1
213464,140974,1,1,0
575536,140975,1,1,0
5440936,140976,1,0,1
1726744,140977,1,1,0
2824048,140978,1,0,1
1359312,140979,1,1,0
1874792,140980,1,1,0
3162184,140981,1,0,1
3295856,140982,1,0,1
7056968,140983,1,0,1
3745264,140984,1,0,1
2486864,140985,1,0,1
2287200,140986,1,1,0
6145848,140987,1,0,1
617760,140988,1,1,0
1688008,140989,1,1,0
2632048,140990,1,0,1
3457656,140991,1,0,1
1499184,140992,1,0,1
538840,140993,1,1,0
6762824,140994,1,1,0
2110592,140995,1,1,0
371064,140996,1,0,1
587456,140997,1,0,1
252680,140998,1,1,0
434768,140999,1,0,1
3763784,141000,1,1,0
389904,141001,1,0,1
4461088,141002,1,1,0
1891712,141003,1,0,1
7718568,141004,1,0,1
781544,141005,1,1,0
4475096,141006,1,1,0
4975792,141007,1,0,1
6464736,141008,1,0,1
6837112,141009,1,0,1
1189840,141010,1,1,0
4705240,141011,1,1,0
2819256,141012,1,0,1
1868216,141013,1,0,1
7830896,141014,1,0,1
5480976,141015,1,0,1
8182240,141016,1,0,1
4151928,141017,1,1,0
4143176,141018,1,1,0
4167368,141019,1,1,0
6268656,141020,1,0,1
1313992,141021,1,0,1
219656,141022,1,1,0
2503944,141023,1,0,1
7200248,141024,1,1,0
1119600,141025,1,0,1
81896,141026,1,0,1
4912168,141027,1,0,1
4261096,141028,1,0,1
7020488,141029,1,0,1
7586440,141030,1,1,0
270704,141031,1,0,1
5613080,141032,1,1,0
1336032,141033,1,1,0
2218984,141034,1,0,1
2684896,141035,1,1,0
744240,141036,1,0,1
2531800,141037,1,0,1
3024256,141038,1,0,1
6311656,141039,1,0,1
692608,141040,1,1,0
2726496,141041,1,1,0
8371632,141042,1,0,1
4577056,141043,1,1,0
1701896,141044,1,1,0
904520,141045,1,1,0
3523808,141046,1,1,0
1674600,141047,1,0,1
927488,141048,1,0,1
4344464,141049,1,0,1
658592,141050,1,0,1
6163448,141051,1,0,1
4585072,141052,1,0,1
381592,141053,1,0,1
1672240,141054,1,0,1
1554600,141055,1,1,0
5932896,141056,1,1,0
1902768,141057,1,0,1
1332872,141058,1,1,0
2192888,141059,1,1,0
1239936,141060,1,1,0
778184,141061,1,0,1
386904,141062,1,1,0
1970960,141063,1,1,0
1568088,141064,1,0,1
6639888,141065,1,1,0
1924848,141066,1,1,0
7572176,141067,1,0,1
243304,141068,1,1,0
2143088,141069,1,0,1
7677208,141070,1,1,0
911864,141071,1,1,0
5896608,141072,1,1,0
4767944,141073,1,0,1
388808,141074,1,0,1
1911664,141075,1,1,0
1001784,141076,1,0,1
2748760,141077,1,1,0
171272,141078,1,0,1
2011800,141079,1,0,1
187864,141080,1,1,0
4236768,141081,1,1,0
262672,141082,1,1,0
2551816,141083,1,1,0
3891344,141084,1,1,0
1458024,141085,1,0,1
635392,141086,1,1,0
90952,141087,1,0,1
6176592,141088,1,0,1
7144656,141089,1,1,0
3645888,141090,1,0,1
527056,141091,1,1,0
3637544,141092,1,1,0
2923544,141093,1,0,1
4149320,141094,1,0,1
2131000,141095,1,0,1
8386864,141096,1,1,0
3357784,141097,1,1,0
6310768,141098,1,0,1
1552288,141099,1,0,1
749336,141100,1,1,0
2513040,141101,1,1,0
1944440,141102,1,1,0
3299352,141103,1,0,1
7828392,141104,1,1,0
649192,141105,1,0,1
180800,141106,1,0,1
3515944,141107,1,1,0
783864,141108,1,0,1
5805072,141109,1,0,1
1003520,141110,1,1,0
316768,141111,1,1,0
2968648,141112,1,1,0
1723832,141113,1,0,1
1622960,141114,1,0,1
921944,141115,1,0,1
274840,141116,1,0,1
6134528,141117,1,0,1
3065448,141118,1,0,1
2424904,141119,1,1,0
7089544,141120,1,0,1
2662888,141121,1,0,1
312696,141122,1,1,0
2241624,141123,1,0,1
607600,141124,1,0,1
1910088,141125,1,1,0
1922616,141126,1,0,1
995272,141127,1,1,0
2108944,141128,1,0,1
4613184,141129,1,1,0
2567856,141130,1,1,0
170248,141131,1,1,0
399384,141132,1,1,0
883792,141133,1,1,0
417256,141134,1,1,0
1102976,141135,1,1,0
1996912,141136,1,1,0
4975568,141137,1,1,0
303432,141138,1,1,0
2750768,141139,1,1,0
4308592,141140,1,1,0
3820576,141141,1,0,1
2050768,141142,1,0,1
1811728,141143,1,0,1
2065000,141144,1,0,1
1246000,141145,1,0,1
6223952,141146,1,1,0
3863184,141147,1,1,0
8257752,141148,1,0,1
6359600,141149,1,0,1
1258064,141150,1,0,1
4704616,141151,1,1,0
362680,141152,1,0,1
2980400,141153,1,1,0
7389232,141154,1,0,1
1786008,141155,1,1,0
8213264,141156,1,1,0
1841688,141157,1,1,0
2734112,141158,1,0,1
3533592,141159,1,0,1
4208520,141160,1,1,0
472800,141161,1,1,0
3499208,141162,1,0,1
457800,141163,1,1,0
6420568,141164,1,0,1
689456,141165,1,0,1
6370952,141166,1,1,0
240120,141167,1,1,0
3391024,141168,1,0,1
5917808,141169,1,1,0
5108912,141170,1,0,1
4806576,141171,1,1,0
1723592,141172,1,1,0
5601088,141173,1,1,0
2082032,141174,1,0,1
159104,141175,1,0,1
223272,141176,1,0,1
5929520,141177,1,0,1
508704,141178,1,1,0
437304,141179,1,1,0
1585224,141180,1,0,1
3188168,141181,1,0,1
6062824,141182,1,1,0
5692360,141183,1,0,1
2915648,141184,1,0,1
1695400,141185,1,1,0
669456,141186,1,1,0
7751256,141187,1,0,1
512840,141188,1,0,1
6699440,141189,1,1,0
2319952,141190,1,0,1
463992,141191,1,1,0
4124288,141192,1,0,1
3112640,141193,1,1,0
3470056,141194,1,0,1
3340856,141195,1,0,1
2132496,141196,1,0,1
1153456,141197,1,0,1
459552,141198,1,1,0
7282904,141199,1,0,1
2275696,141200,1,0,1
1935128,141201,1,0,1
1640488,141202,1,1,0
5045032,141203,1,0,1
5224392,141204,1,1,0
1321792,141205,1,1,0
7175200,141206,1,1,0
5950760,141207,1,1,0
6306992,141208,1,0,1
3366712,141209,1,1,0
4359912,141210,1,0,1
4166408,141211,1,1,0
4829848,141212,1,1,0
930976,141213,1,0,1
5202616,141214,1,0,1
7715216,141215,1,1,0
4675952,141216,1,0,1
7689712,141217,1,0,1
2917304,141218,1,1,0
181040,141219,1,0,1
1320128,141220,1,0,1
8367232,141221,1,0,1
1149600,141222,1,0,1
2806784,141223,1,0,1
4916752,141224,1,1,0
542592,141225,1,1,0
289360,141226,1,0,1
1270976,141227,1,1,0
2619784,141228,1,0,1
2561184,141229,1,1,0
672536,141230,1,1,0
558840,141231,1,1,0
185168,141232,1,1,0
399528,141233,1,0,1
2239872,141234,1,0,1
6337256,141235,1,0,1
5879480,141236,1,1,0
879800,141237,1,0,1
8206144,141238,1,0,1
1943328,141239,1,1,0
1760488,141240,1,1,0
2115832,141241,1,0,1
376664,141242,1,0,1
678992,141243,1,1,0
1797784,141244,1,0,1
7223176,141245,1,1,0
2307704,141246,1,0,1
4608424,141247,1,1,0
5214792,141248,1,1,0
6537080,141249,1,0,1
1325920,141250,1,1,0
4174160,141251,1,0,1
3530712,141252,1,0,1
4405592,141253,1,1,0
335104,141254,1,1,0
1731304,141255,1,0,1
3478160,141256,1,1,0
2245384,141257,1,1,0
350560,141258,1,0,1
4603376,141259,1,0,1
535568,141260,1,1,0
4162416,141261,1,0,1
376496,141262,1,0,1
5238368,141263,1,1,0
1248424,141264,1,1,0
3423128,141265,1,0,1
8086624,141266,1,0,1
260496,141267,1,1,0
2169624,141268,1,0,1
3072520,141269,1,0,1
1024040,141270,1,1,0
1925920,141271,1,0,1
7102568,141272,1,1,0
5704768,141273,1,1,0
2629656,141274,1,0,1
802384,141275,1,0,1
401000,141276,1,0,1
1803224,141277,1,1,0
296408,141278,1,0,1
3489216,141279,1,0,1
3377904,141280,1,0,1
356448,141281,1,0,1
1275872,141282,1,1,0
6321512,141283,1,0,1
3015200,141284,1,1,0
1617664,141285,1,0,1
2370720,141286,1,1,0
3476832,141287,1,0,1
2342784,141288,1,0,1
7537944,141289,1,0,1
586552,141290,1,1,0
5402600,141291,1,0,1
3652648,141292,1,0,1
4854808,141293,1,0,1
7272456,141294,1,1,0
5018344,141295,1,0,1
3604952,141296,1,1,0
5705816,141297,1,1,0
2833560,141298,1,0,1
146184,141299,1,0,1
4033624,141300,1,0,1
5905216,141301,1,0,1
1554408,141302,1,0,1
2785808,141303,1,0,1
762552,141304,1,1,0
6439928,141305,1,0,1
1321496,141306,1,1,0
2858144,141307,1,0,1
1673512,141308,1,0,1
1432768,141309,1,1,0
7206296,141310,1,1,0
3279352,141311,1,1,0
952360,141312,1,1,0
3108376,141313,1,1,0
2567128,141314,1,0,1
4951616,141315,1,1,0
5118040,141316,1,1,0
2031744,141317,1,1,0
1248112,141318,1,1,0
728248,141319,1,0,1
1339872,141320,1,1,0
796976,141321,1,0,1
1354184,141322,1,1,0
2045936,141323,1,1,0
4676888,141324,1,0,1
6613792,141325,1,1,0
1691640,141326,1,0,1
355384,141327,1,0,1
2746984,141328,1,0,1
6986632,141329,1,0,1
131816,141330,1,0,1
5137328,141331,1,1,0
